Monitoring Location ID	Activity ID	Activity Type	Activity Start Date	Activity Start Time	Sample Collection Method ID	Sample Collection Equipment Name	Sample Collection Equipment Comment	Characteristic Name	Method Speciation	Result Detection Condition	Result Value	Result Unit	Result Sample Fraction	Result Analytical Method ID	Result Analytical Method Context	Result Detection Limit Type	Result Detection Limit Value	Result Detection Limit Unit
KKO	KKO180109:SR:WB:	Sample-Routine	01/09/2018	09:35	1002	Water Bottle		Total Nitrogen, mixed forms	as N		103.20	ug/l	Filtered, field	4500-N	APHA			
KKO	KKO180109:SR:WB:	Sample-Routine	01/09/2018	09:35	1002	Water Bottle		Total Phosphorus, mixed forms	as P		14.28	ug/l	Filtered, field	4500-P	APHA			
KKO	KKO180109:SR:WB:	Sample-Routine	01/09/2018	09:35	1002	Water Bottle		Orthophosphate	as P		5.22	ug/l	Filtered, field	365.5	USEPA			
KKO	KKO180109:SR:WB:	Sample-Routine	01/09/2018	09:35	1002	Water Bottle		Silicate			282.51	ug/l	Filtered, field	366	USEPA			
KKO	KKO180109:SR:WB:	Sample-Routine	01/09/2018	09:35	1002	Water Bottle		Nitrate + Nitrite	as N		21.36	ug/l	Filtered, field	353.4	USEPA			
KKO	KKO180109:SR:WB:	Sample-Routine	01/09/2018	09:35	1002	Water Bottle		Ammonium	as N		2.29	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
RCB	RCB180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:46	1002	Probe/Sensor	HACH CDC401	Temperature, water			25.0	deg C		2550	APHA			
RCB	RCB180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:46	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.74	mg/l		8157	HACH			
RCB	RCB180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:46	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			98.7	%		8157	HACH			
RCB	RCB180109:FM:WB:	Field Msr/Obs	01/09/2018	09:46	1002	Water Bottle	HACH 2100Q	Turbidity			7.65	NTU		180.1	USEPA			
RCB	RCB180109:FM:PS:PH:	Field Msr/Obs	01/09/2018	09:46	1002	Probe/Sensor	HACH PHC101	pH			8.18	None		8156	HACH			
RCB	RCB180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:46	1002	Probe/Sensor	HACH CDC401	Salinity			34.4	ppt		8160	HACH			
RCB	RCB180109:SR:WB:	Sample-Routine	01/09/2018	09:46	1002	Water Bottle		Total Nitrogen, mixed forms	as N		108.03	ug/l	Filtered, field	4500-N	APHA			
RCB	RCB180109:SR:WB:	Sample-Routine	01/09/2018	09:46	1002	Water Bottle		Total Phosphorus, mixed forms	as P		14.97	ug/l	Filtered, field	4500-P	APHA			
RCB	RCB180109:SR:WB:	Sample-Routine	01/09/2018	09:46	1002	Water Bottle		Orthophosphate	as P		5.09	ug/l	Filtered, field	365.5	USEPA			
RCB	RCB180109:SR:WB:	Sample-Routine	01/09/2018	09:46	1002	Water Bottle		Silicate			155.02	ug/l	Filtered, field	366	USEPA			
RCB	RCB180109:SR:WB:	Sample-Routine	01/09/2018	09:46	1002	Water Bottle		Nitrate + Nitrite	as N		22.60	ug/l	Filtered, field	353.4	USEPA			
RCB	RCB180109:SR:WB:	Sample-Routine	01/09/2018	09:46	1002	Water Bottle		Ammonium	as N		5.91	ug/l	Filtered, field	Ammonium-OPA	HUIWAIOLA_WQX			
KKT	KKT180109:FM:PS:TS:	Field Msr/Obs	01/09/2018	09:51	1002	Probe/Sensor	HACH CDC401	Temperature, water			25.0	deg C		2550	APHA			
KKT	KKT180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:51	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen (DO)			6.70	mg/l		8157	HACH			
KKT	KKT180109:FM:PS:DO:	Field Msr/Obs	01/09/2018	09:51	1002	Probe/Sensor	HACH LDO101	Dissolved oxygen saturation			98.9	%		8157	HACH			
KKT	KKT180109:FM:WB:	Field Msr/Obs	01/09/2018	09:51	1002	Water Bottle	HACH 2100Q	Turbidity			0.96	NTU		180.1	USEPA			
